customer_id,customer_segment,region,account_type,state_province,contract_type,payment_method,internet_service,tech_support,num_addon_services,senior_citizen,has_partner,has_dependents,paperless_billing
C00271,Mid-Market,South,Annual,GA,Two year,Credit card,DSL,No,0,0,No,No,No
C00272,Mid-Market,North,Monthly,MI,Month-to-month,Electronic check,Fiber optic,No,1,1,No,No,Yes
C00273,Mid-Market,North,Annual,MI,Two year,Credit card,None,No,1,0,No,Yes,Yes
C00274,Enterprise,West,Annual,CA,Two year,Electronic check,DSL,Yes,0,0,No,No,Yes
C00275,Enterprise,South,Monthly,FL,Month-to-month,Electronic check,Fiber optic,Yes,3,0,Yes,Yes,No
C00276,Small Business,South,Monthly,GA,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,No,Yes,Yes
C00277,Mid-Market,South,Monthly,FL,Month-to-month,Electronic check,Fiber optic,No,5,0,No,Yes,No
C00278,Small Business,West,Annual,AZ,Two year,Bank transfer,DSL,No,3,0,Yes,No,No
C00279,Enterprise,North,Monthly,MI,Month-to-month,Bank transfer,None,Yes,4,0,No,No,Yes
C00280,Mid-Market,North,Annual,MN,One year,Electronic check,Fiber optic,No,2,0,Yes,Yes,No
C00281,Small Business,South,Monthly,TX,Month-to-month,Bank transfer,Fiber optic,No,5,0,Yes,No,Yes
C00282,Small Business,South,Monthly,GA,Month-to-month,Electronic check,DSL,No,1,0,Yes,No,No
C00283,Small Business,East,Annual,NY,One year,Credit card,Fiber optic,Yes,3,1,No,No,No
C00284,Mid-Market,South,Monthly,TX,Month-to-month,Electronic check,DSL,No,0,0,No,No,Yes
C00285,Small Business,South,Annual,NC,Two year,Bank transfer,Fiber optic,Yes,4,0,No,No,Yes
C00286,Small Business,West,Monthly,WA,Month-to-month,Credit card,Fiber optic,Yes,3,0,Yes,No,Yes
C00287,Enterprise,North,Annual,WI,Two year,Credit card,Fiber optic,No,1,0,No,No,Yes
C00288,Mid-Market,East,Monthly,VA,Month-to-month,Mailed check,None,No,4,0,Yes,No,No
C00289,Small Business,East,Annual,VA,Two year,Electronic check,Fiber optic,No,5,0,Yes,Yes,No
C00290,Small Business,South,Annual,GA,One year,Mailed check,Fiber optic,Yes,0,1,Yes,No,Yes
C00291,Enterprise,West,Monthly,CA,Month-to-month,Bank transfer,DSL,Yes,5,0,No,No,No
C00292,Mid-Market,South,Monthly,GA,Month-to-month,Mailed check,None,No,4,0,Yes,Yes,No
C00293,Mid-Market,West,Monthly,AZ,Month-to-month,Mailed check,Fiber optic,No,2,1,No,Yes,Yes
C00294,Small Business,South,Annual,NC,One year,Mailed check,Fiber optic,Yes,3,0,No,No,Yes
C00295,Small Business,East,Annual,PA,Two year,Electronic check,DSL,Yes,4,1,Yes,No,No
C00296,Small Business,East,Monthly,VA,Month-to-month,Bank transfer,Fiber optic,No,2,1,No,No,No
C00297,Mid-Market,West,Monthly,AZ,Month-to-month,Bank transfer,DSL,No,3,0,Yes,Yes,No
C00298,Small Business,South,Annual,GA,One year,Bank transfer,Fiber optic,Yes,0,0,Yes,No,Yes
C00299,Small Business,South,Annual,FL,One year,Electronic check,Fiber optic,No,5,0,Yes,Yes,Yes
C00300,Mid-Market,North,Annual,WI,One year,Mailed check,Fiber optic,No,5,0,No,No,Yes
C00301,Enterprise,South,Monthly,GA,Month-to-month,Electronic check,DSL,Yes,1,0,No,Yes,Yes
C00302,Mid-Market,West,Annual,AZ,One year,Credit card,Fiber optic,No,2,0,No,No,Yes
C00303,Mid-Market,North,Annual,MN,Two year,Credit card,Fiber optic,No,1,0,No,No,No
C00304,Mid-Market,West,Monthly,WA,Month-to-month,Electronic check,Fiber optic,No,2,0,Yes,No,Yes
C00305,Small Business,East,Monthly,VA,Month-to-month,Bank transfer,DSL,No,1,0,No,No,No
C00306,Small Business,North,Monthly,IL,Month-to-month,Electronic check,Fiber optic,No,5,0,Yes,No,Yes
C00307,Mid-Market,South,Annual,GA,One year,Bank transfer,DSL,No,4,0,Yes,No,Yes
C00308,Small Business,East,Monthly,MA,Month-to-month,Bank transfer,DSL,Yes,5,0,No,No,No
C00309,Mid-Market,South,Annual,GA,Two year,Credit card,Fiber optic,No,4,0,Yes,No,No
C00310,Enterprise,North,Annual,MN,One year,Bank transfer,None,Yes,4,0,Yes,No,Yes
C00311,Enterprise,East,Annual,NY,One year,Electronic check,DSL,Yes,0,0,Yes,No,No
C00312,Small Business,East,Annual,MA,One year,Bank transfer,Fiber optic,No,4,0,Yes,No,Yes
C00313,Small Business,North,Monthly,MN,Month-to-month,Mailed check,Fiber optic,No,4,0,No,No,Yes
C00314,Small Business,South,Annual,FL,Two year,Electronic check,Fiber optic,No,0,0,No,No,Yes
C00315,Small Business,North,Monthly,IL,Month-to-month,Bank transfer,Fiber optic,No,0,0,No,Yes,No
C00316,Small Business,East,Annual,MA,One year,Credit card,DSL,No,4,0,Yes,No,Yes
C00317,Small Business,East,Annual,MA,Two year,Credit card,None,Yes,2,0,No,No,No
C00318,Mid-Market,East,Annual,NY,One year,Bank transfer,DSL,No,1,1,No,No,Yes
C00319,Mid-Market,West,Annual,WA,Two year,Credit card,Fiber optic,No,2,0,No,No,Yes
C00320,Enterprise,West,Monthly,WA,Month-to-month,Credit card,Fiber optic,Yes,5,0,No,No,No
C00321,Small Business,South,Annual,FL,Two year,Electronic check,Fiber optic,No,2,1,No,No,Yes
C00322,Small Business,North,Annual,IL,One year,Credit card,DSL,No,2,0,No,No,Yes
C00323,Small Business,East,Annual,NY,One year,Bank transfer,Fiber optic,Yes,2,0,No,Yes,Yes
C00324,Small Business,West,Monthly,OR,Month-to-month,Electronic check,None,No,0,0,Yes,No,Yes
C00325,Small Business,West,Monthly,OR,Month-to-month,Credit card,DSL,Yes,0,0,Yes,Yes,Yes
C00326,Enterprise,North,Annual,WI,One year,Electronic check,Fiber optic,Yes,2,0,No,No,Yes
C00327,Small Business,North,Monthly,MI,Month-to-month,Bank transfer,DSL,Yes,0,0,Yes,No,Yes
C00328,Small Business,North,Annual,IL,One year,Credit card,DSL,Yes,4,0,Yes,No,Yes
C00329,Mid-Market,North,Annual,IL,Two year,Credit card,DSL,Yes,2,0,No,Yes,Yes
C00330,Mid-Market,East,Annual,MA,Two year,Electronic check,Fiber optic,No,3,0,Yes,Yes,Yes
C00331,Mid-Market,East,Monthly,MA,Month-to-month,Credit card,Fiber optic,Yes,2,0,Yes,Yes,Yes
C00332,Small Business,South,Annual,TX,Two year,Mailed check,DSL,No,4,0,No,No,Yes
C00333,Enterprise,South,Monthly,GA,Month-to-month,Credit card,Fiber optic,No,2,0,Yes,No,No
C00334,Small Business,West,Monthly,WA,Month-to-month,Credit card,DSL,Yes,0,1,Yes,No,Yes
C00335,Small Business,South,Annual,NC,Two year,Bank transfer,Fiber optic,Yes,2,0,Yes,No,Yes
C00336,Mid-Market,West,Monthly,OR,Month-to-month,Credit card,DSL,No,1,0,Yes,No,Yes
C00337,Enterprise,West,Monthly,CA,Month-to-month,Credit card,DSL,No,3,0,Yes,Yes,Yes
C00338,Small Business,South,Monthly,TX,Month-to-month,Electronic check,Fiber optic,No,3,0,No,No,Yes
C00339,Mid-Market,North,Annual,IL,One year,Electronic check,Fiber optic,Yes,2,0,Yes,No,No
C00340,Small Business,West,Annual,AZ,Two year,Bank transfer,DSL,No,2,0,Yes,Yes,Yes
C00341,Small Business,East,Monthly,NY,Month-to-month,Mailed check,Fiber optic,No,3,0,No,No,Yes
C00342,Small Business,South,Monthly,GA,Month-to-month,Mailed check,DSL,No,4,0,Yes,No,No
C00343,Mid-Market,East,Annual,PA,One year,Mailed check,DSL,Yes,5,0,Yes,No,Yes
C00344,Small Business,East,Monthly,PA,Month-to-month,Credit card,Fiber optic,No,5,0,Yes,Yes,No
C00345,Mid-Market,West,Annual,OR,One year,Electronic check,DSL,Yes,0,0,Yes,No,No
C00346,Small Business,South,Annual,GA,Two year,Bank transfer,DSL,No,3,0,Yes,Yes,Yes
C00347,Enterprise,West,Annual,CA,One year,Mailed check,DSL,No,0,0,Yes,No,Yes
C00348,Enterprise,West,Annual,WA,Two year,Bank transfer,Fiber optic,No,2,0,No,No,Yes
C00349,Small Business,North,Annual,IL,One year,Credit card,Fiber optic,Yes,4,0,No,No,No
C00350,Small Business,North,Annual,MN,Two year,Bank transfer,Fiber optic,No,3,0,No,No,Yes
C00351,Small Business,East,Monthly,PA,Month-to-month,Bank transfer,None,Yes,4,0,Yes,Yes,No
C00352,Enterprise,North,Monthly,WI,Month-to-month,Mailed check,DSL,No,5,0,No,No,Yes
C00353,Small Business,South,Annual,NC,One year,Bank transfer,DSL,No,5,0,No,Yes,Yes
C00354,Mid-Market,South,Monthly,GA,Month-to-month,Credit card,Fiber optic,No,4,0,Yes,No,Yes
C00355,Small Business,West,Annual,CA,Two year,Electronic check,DSL,No,4,0,No,No,Yes
C00356,Mid-Market,West,Annual,CA,One year,Credit card,DSL,No,4,0,No,No,Yes
C00357,Mid-Market,North,Annual,MI,Two year,Electronic check,DSL,No,1,0,Yes,No,No
C00358,Mid-Market,West,Monthly,AZ,Month-to-month,Mailed check,Fiber optic,No,1,0,No,No,Yes
C00359,Enterprise,North,Monthly,MN,Month-to-month,Credit card,DSL,No,2,0,Yes,No,No
C00360,Small Business,East,Annual,MA,One year,Credit card,Fiber optic,No,4,0,Yes,No,No
C00361,Enterprise,West,Monthly,OR,Month-to-month,Credit card,Fiber optic,No,2,0,Yes,Yes,Yes
C00362,Small Business,West,Annual,WA,One year,Bank transfer,None,No,0,0,Yes,No,Yes
C00363,Mid-Market,North,Annual,WI,One year,Credit card,DSL,Yes,4,0,No,No,Yes
C00364,Enterprise,West,Annual,AZ,Two year,Electronic check,Fiber optic,No,4,0,No,No,Yes
C00365,Mid-Market,North,Annual,WI,One year,Bank transfer,DSL,Yes,3,0,Yes,No,No
C00366,Mid-Market,East,Monthly,MA,Month-to-month,Credit card,None,Yes,5,0,No,Yes,No
C00367,Small Business,South,Monthly,GA,Month-to-month,Credit card,Fiber optic,No,4,1,No,No,No
C00368,Small Business,South,Annual,FL,One year,Electronic check,DSL,Yes,5,0,No,No,Yes
C00369,Small Business,North,Monthly,IL,Month-to-month,Credit card,Fiber optic,No,1,0,No,No,Yes
C00370,Mid-Market,West,Monthly,AZ,Month-to-month,Bank transfer,Fiber optic,No,0,0,No,Yes,Yes
C00371,Mid-Market,South,Monthly,FL,Month-to-month,Mailed check,Fiber optic,Yes,2,0,No,No,No
C00372,Small Business,East,Monthly,VA,Month-to-month,Electronic check,DSL,Yes,4,0,Yes,No,Yes
C00373,Small Business,South,Annual,FL,One year,Mailed check,Fiber optic,Yes,5,1,No,No,Yes
C00374,Small Business,South,Monthly,GA,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,Yes,No,Yes
C00375,Small Business,West,Annual,OR,One year,Electronic check,DSL,No,5,0,Yes,No,Yes
C00376,Small Business,North,Monthly,WI,Month-to-month,Electronic check,DSL,No,2,0,Yes,No,Yes
C00377,Enterprise,East,Annual,VA,One year,Electronic check,DSL,No,4,0,Yes,Yes,Yes
C00378,Mid-Market,East,Monthly,MA,Month-to-month,Mailed check,DSL,Yes,4,0,No,No,No
C00379,Small Business,South,Annual,TX,Two year,Electronic check,Fiber optic,No,0,1,No,Yes,No
C00380,Mid-Market,South,Monthly,NC,Month-to-month,Credit card,Fiber optic,Yes,2,1,No,No,Yes
C00381,Enterprise,North,Annual,IL,One year,Bank transfer,DSL,No,0,0,No,No,No
C00382,Small Business,West,Monthly,CA,Month-to-month,Mailed check,DSL,No,2,0,Yes,No,Yes
C00383,Small Business,West,Monthly,WA,Month-to-month,Bank transfer,Fiber optic,Yes,4,0,No,No,No
C00384,Small Business,North,Monthly,MI,Month-to-month,Bank transfer,Fiber optic,No,4,0,Yes,Yes,Yes
C00385,Small Business,North,Annual,IL,Two year,Electronic check,Fiber optic,No,4,0,Yes,No,Yes
C00386,Mid-Market,North,Annual,WI,Two year,Mailed check,Fiber optic,Yes,3,0,No,No,Yes
C00387,Enterprise,North,Monthly,WI,Month-to-month,Electronic check,None,No,0,1,No,Yes,Yes
C00388,Small Business,West,Monthly,WA,Month-to-month,Electronic check,DSL,No,3,0,Yes,No,Yes
C00389,Mid-Market,West,Annual,WA,One year,Mailed check,Fiber optic,Yes,2,0,Yes,No,No
C00390,Small Business,North,Annual,WI,One year,Electronic check,DSL,Yes,3,0,Yes,No,No
C00391,Mid-Market,East,Monthly,NY,Month-to-month,Electronic check,DSL,No,1,0,No,No,Yes
C00392,Mid-Market,North,Annual,IL,One year,Bank transfer,Fiber optic,No,4,0,Yes,No,Yes
C00393,Small Business,South,Annual,NC,One year,Electronic check,Fiber optic,No,3,0,Yes,No,No
C00394,Small Business,East,Annual,MA,One year,Electronic check,DSL,No,2,1,No,No,Yes
C00395,Mid-Market,East,Monthly,NY,Month-to-month,Credit card,Fiber optic,No,0,0,No,Yes,Yes
C00396,Enterprise,West,Monthly,OR,Month-to-month,Bank transfer,DSL,No,0,0,Yes,Yes,Yes
C00397,Small Business,North,Monthly,WI,Month-to-month,Bank transfer,DSL,Yes,2,0,No,No,Yes
C00398,Small Business,North,Annual,MI,One year,Electronic check,DSL,Yes,3,0,Yes,No,Yes
C00399,Small Business,South,Monthly,GA,Month-to-month,Credit card,None,No,5,1,Yes,No,Yes
C00400,Mid-Market,South,Annual,NC,One year,Bank transfer,DSL,No,4,0,No,No,Yes
C00401,Mid-Market,West,Annual,AZ,One year,Electronic check,DSL,No,2,0,Yes,No,No
C00402,Mid-Market,West,Annual,OR,One year,Electronic check,Fiber optic,Yes,1,0,Yes,Yes,No
C00403,Mid-Market,South,Monthly,NC,Month-to-month,Electronic check,DSL,No,1,0,No,No,No
C00404,Enterprise,West,Monthly,OR,Month-to-month,Credit card,DSL,No,0,0,No,No,Yes
C00405,Enterprise,South,Monthly,GA,Month-to-month,Electronic check,None,Yes,0,0,No,No,No
C00406,Small Business,East,Annual,VA,One year,Bank transfer,DSL,Yes,5,0,No,Yes,No
C00407,Mid-Market,South,Annual,GA,Two year,Mailed check,Fiber optic,No,0,0,Yes,No,Yes
C00408,Small Business,North,Monthly,MN,Month-to-month,Electronic check,DSL,No,5,0,No,No,Yes
C00409,Small Business,West,Annual,CA,Two year,Bank transfer,DSL,No,3,0,Yes,No,No
C00410,Enterprise,North,Monthly,IL,Month-to-month,Electronic check,DSL,Yes,3,0,No,No,Yes
C00411,Mid-Market,North,Monthly,MN,Month-to-month,Electronic check,DSL,No,5,0,Yes,Yes,No
C00412,Enterprise,North,Monthly,IL,Month-to-month,Bank transfer,DSL,Yes,4,0,Yes,No,No
C00413,Small Business,South,Annual,TX,One year,Credit card,DSL,Yes,0,1,Yes,No,No
C00414,Mid-Market,North,Monthly,MN,Month-to-month,Mailed check,Fiber optic,No,5,0,No,No,No
C00415,Mid-Market,North,Monthly,MI,Month-to-month,Credit card,Fiber optic,Yes,1,0,Yes,No,Yes
C00416,Small Business,East,Annual,NY,One year,Electronic check,DSL,No,3,0,No,No,No
C00417,Small Business,West,Annual,OR,One year,Credit card,None,No,3,0,No,No,No
C00418,Mid-Market,North,Monthly,MI,Month-to-month,Electronic check,DSL,Yes,1,0,No,No,Yes
C00419,Small Business,South,Monthly,GA,Month-to-month,Mailed check,Fiber optic,Yes,3,0,Yes,No,Yes
C00420,Enterprise,East,Annual,NY,One year,Bank transfer,Fiber optic,No,3,0,Yes,Yes,Yes
C00421,Small Business,West,Monthly,CA,Month-to-month,Credit card,Fiber optic,Yes,5,1,No,No,Yes
C00422,Small Business,East,Monthly,VA,Month-to-month,Credit card,DSL,Yes,5,0,No,No,Yes
C00423,Mid-Market,West,Annual,AZ,One year,Bank transfer,DSL,Yes,2,0,Yes,No,Yes
C00424,Small Business,East,Monthly,VA,Month-to-month,Bank transfer,None,Yes,4,0,No,No,Yes
C00425,Enterprise,South,Annual,GA,One year,Electronic check,Fiber optic,No,4,0,Yes,No,Yes
C00426,Mid-Market,North,Monthly,MN,Month-to-month,Electronic check,DSL,No,0,0,Yes,Yes,Yes
C00427,Small Business,West,Monthly,AZ,Month-to-month,Electronic check,DSL,Yes,4,1,Yes,No,No
C00428,Mid-Market,West,Monthly,CA,Month-to-month,Credit card,Fiber optic,No,5,1,Yes,Yes,No
C00429,Mid-Market,North,Monthly,WI,Month-to-month,Credit card,None,Yes,0,0,Yes,Yes,No
C00430,Mid-Market,East,Monthly,NY,Month-to-month,Electronic check,DSL,No,4,0,No,Yes,Yes
C00431,Enterprise,North,Monthly,IL,Month-to-month,Credit card,Fiber optic,Yes,0,0,Yes,No,Yes
C00432,Mid-Market,East,Annual,PA,Two year,Credit card,Fiber optic,No,2,0,No,Yes,No
C00433,Mid-Market,West,Annual,AZ,Two year,Electronic check,DSL,Yes,4,0,No,No,Yes
C00434,Small Business,North,Monthly,MI,Month-to-month,Mailed check,DSL,No,5,0,No,No,No
C00435,Mid-Market,South,Annual,GA,One year,Credit card,DSL,Yes,4,1,Yes,Yes,No
C00436,Enterprise,North,Annual,MN,One year,Credit card,DSL,No,4,0,No,No,Yes
C00437,Mid-Market,East,Annual,PA,Two year,Credit card,Fiber optic,Yes,1,0,Yes,No,Yes
C00438,Mid-Market,West,Monthly,OR,Month-to-month,Electronic check,DSL,No,4,1,No,No,Yes
C00439,Small Business,North,Monthly,WI,Month-to-month,Bank transfer,None,No,3,0,Yes,No,Yes
C00440,Mid-Market,South,Monthly,FL,Month-to-month,Credit card,Fiber optic,Yes,5,0,No,No,Yes
C00441,Enterprise,West,Monthly,CA,Month-to-month,Credit card,DSL,Yes,3,1,Yes,Yes,No
C00442,Small Business,South,Monthly,FL,Month-to-month,Mailed check,Fiber optic,Yes,0,0,No,No,No
C00443,Small Business,North,Annual,IL,Two year,Bank transfer,Fiber optic,No,3,0,Yes,Yes,Yes
C00444,Mid-Market,South,Annual,FL,Two year,Bank transfer,Fiber optic,No,4,0,Yes,No,Yes
C00445,Mid-Market,East,Monthly,PA,Month-to-month,Electronic check,DSL,No,4,0,No,Yes,Yes
C00446,Mid-Market,East,Monthly,VA,Month-to-month,Electronic check,Fiber optic,Yes,2,0,Yes,No,Yes
C00447,Small Business,South,Monthly,TX,Month-to-month,Bank transfer,Fiber optic,No,1,0,No,No,No
C00448,Small Business,West,Monthly,OR,Month-to-month,Credit card,DSL,Yes,5,0,No,Yes,Yes
C00449,Mid-Market,East,Annual,VA,One year,Bank transfer,Fiber optic,Yes,4,0,No,Yes,No
C00450,Mid-Market,South,Monthly,FL,Month-to-month,Bank transfer,DSL,Yes,5,0,No,Yes,Yes
C00451,Mid-Market,West,Annual,WA,Two year,Electronic check,None,No,4,0,No,No,Yes
C00452,Mid-Market,West,Annual,WA,Two year,Electronic check,Fiber optic,No,4,1,No,No,No
C00453,Mid-Market,South,Annual,FL,One year,Credit card,Fiber optic,No,2,0,Yes,Yes,No
C00454,Mid-Market,North,Annual,MI,One year,Electronic check,None,Yes,4,1,No,No,No
C00455,Mid-Market,East,Annual,VA,One year,Bank transfer,Fiber optic,Yes,2,1,No,Yes,Yes
C00456,Mid-Market,East,Monthly,NY,Month-to-month,Bank transfer,Fiber optic,No,4,1,Yes,No,No
C00457,Mid-Market,North,Monthly,WI,Month-to-month,Credit card,None,No,0,0,Yes,No,Yes
C00458,Small Business,East,Annual,VA,One year,Bank transfer,DSL,Yes,1,0,Yes,No,Yes
C00459,Small Business,West,Monthly,CA,Month-to-month,Credit card,DSL,Yes,1,0,No,No,No
C00460,Mid-Market,North,Annual,IL,Two year,Bank transfer,DSL,No,2,0,Yes,No,Yes
C00461,Enterprise,East,Monthly,NY,Month-to-month,Electronic check,None,No,4,0,No,Yes,No
C00462,Mid-Market,North,Monthly,IL,Month-to-month,Bank transfer,DSL,No,0,0,No,No,Yes
C00463,Small Business,East,Monthly,NY,Month-to-month,Bank transfer,DSL,Yes,4,0,No,Yes,Yes
C00464,Mid-Market,South,Annual,NC,Two year,Electronic check,DSL,No,4,0,Yes,Yes,Yes
C00465,Small Business,North,Monthly,MI,Month-to-month,Credit card,DSL,Yes,4,0,No,No,No
C00466,Mid-Market,West,Monthly,AZ,Month-to-month,Bank transfer,DSL,No,3,0,No,No,No
C00467,Enterprise,North,Monthly,MI,Month-to-month,Electronic check,Fiber optic,Yes,0,0,Yes,No,Yes
C00468,Mid-Market,East,Annual,PA,One year,Bank transfer,DSL,Yes,3,0,Yes,No,Yes
C00469,Mid-Market,North,Annual,IL,Two year,Mailed check,DSL,No,1,1,Yes,No,Yes
C00470,Small Business,West,Monthly,AZ,Month-to-month,Bank transfer,Fiber optic,Yes,1,0,No,Yes,Yes
C00471,Small Business,East,Annual,VA,Two year,Credit card,Fiber optic,Yes,5,0,Yes,No,No
C00472,Enterprise,West,Monthly,AZ,Month-to-month,Credit card,DSL,No,3,0,Yes,No,Yes
C00473,Mid-Market,South,Annual,GA,One year,Mailed check,Fiber optic,No,5,1,Yes,Yes,Yes
C00474,Mid-Market,South,Monthly,FL,Month-to-month,Credit card,Fiber optic,No,2,0,Yes,No,Yes
C00475,Small Business,East,Monthly,MA,Month-to-month,Electronic check,Fiber optic,Yes,2,0,Yes,No,Yes
C00476,Small Business,West,Annual,CA,One year,Electronic check,Fiber optic,Yes,5,0,No,No,No
C00477,Small Business,West,Annual,OR,One year,Bank transfer,DSL,No,3,1,Yes,No,No
C00478,Small Business,North,Monthly,IL,Month-to-month,Credit card,Fiber optic,Yes,5,0,No,No,Yes
C00479,Small Business,East,Annual,MA,Two year,Electronic check,Fiber optic,Yes,0,0,Yes,No,No
C00480,Enterprise,North,Annual,IL,Two year,Credit card,DSL,No,3,0,Yes,No,Yes
C00481,Mid-Market,South,Monthly,NC,Month-to-month,Bank transfer,Fiber optic,No,4,0,No,No,No
C00482,Small Business,West,Annual,WA,One year,Credit card,Fiber optic,Yes,4,0,No,No,No
C00483,Small Business,South,Annual,FL,One year,Bank transfer,DSL,No,4,0,No,No,Yes
C00484,Small Business,West,Monthly,CA,Month-to-month,Bank transfer,DSL,No,0,0,Yes,Yes,No
C00485,Enterprise,South,Annual,GA,Two year,Mailed check,DSL,Yes,3,0,No,No,Yes
C00486,Small Business,North,Monthly,MI,Month-to-month,Mailed check,DSL,No,0,0,No,No,No
C00487,Mid-Market,South,Annual,FL,One year,Electronic check,None,Yes,4,1,Yes,No,Yes
C00488,Enterprise,East,Monthly,MA,Month-to-month,Bank transfer,Fiber optic,Yes,3,0,No,No,Yes
C00489,Small Business,West,Monthly,OR,Month-to-month,Electronic check,DSL,No,1,0,Yes,No,No
C00490,Mid-Market,East,Annual,NY,One year,Mailed check,DSL,No,4,0,Yes,No,Yes
C00491,Enterprise,West,Annual,CA,One year,Electronic check,Fiber optic,Yes,4,0,No,No,Yes
C00492,Small Business,West,Annual,CA,Two year,Bank transfer,None,No,0,1,No,Yes,Yes
C00493,Small Business,West,Annual,WA,Two year,Bank transfer,Fiber optic,No,0,0,No,No,Yes
C00494,Enterprise,East,Monthly,PA,Month-to-month,Electronic check,DSL,Yes,1,1,No,No,No
C00495,Enterprise,South,Monthly,GA,Month-to-month,Bank transfer,DSL,No,0,0,Yes,Yes,No
C00496,Mid-Market,South,Monthly,FL,Month-to-month,Electronic check,DSL,No,3,0,No,Yes,No
C00497,Mid-Market,North,Monthly,WI,Month-to-month,Credit card,Fiber optic,Yes,5,0,No,No,Yes
C00498,Small Business,South,Monthly,TX,Month-to-month,Credit card,None,No,0,0,Yes,No,Yes
C00499,Enterprise,West,Annual,AZ,Two year,Credit card,DSL,No,3,1,Yes,No,Yes
C00500,Mid-Market,South,Annual,TX,One year,Credit card,Fiber optic,No,2,0,No,Yes,Yes
C00501,Small Business,North,Monthly,MN,Month-to-month,Mailed check,Fiber optic,Yes,5,0,Yes,No,No
C00502,Mid-Market,East,Monthly,MA,Month-to-month,Electronic check,DSL,Yes,2,0,No,Yes,Yes
C00503,Enterprise,West,Annual,WA,One year,Credit card,Fiber optic,Yes,4,0,No,Yes,Yes
C00504,Enterprise,West,Monthly,AZ,Month-to-month,Mailed check,DSL,No,5,0,No,No,No
C00505,Small Business,South,Monthly,FL,Month-to-month,Bank transfer,DSL,No,0,0,No,No,Yes
C00506,Small Business,South,Monthly,FL,Month-to-month,Electronic check,Fiber optic,No,1,0,No,No,Yes
C00507,Enterprise,East,Monthly,NY,Month-to-month,Mailed check,DSL,No,1,0,No,Yes,No
C00508,Enterprise,North,Monthly,MN,Month-to-month,Electronic check,Fiber optic,Yes,1,0,Yes,Yes,Yes
C00509,Mid-Market,South,Annual,GA,One year,Credit card,None,Yes,3,0,No,No,No
C00510,Mid-Market,North,Monthly,IL,Month-to-month,Credit card,DSL,No,0,1,No,Yes,No
C00511,Mid-Market,West,Annual,AZ,One year,Bank transfer,Fiber optic,No,2,0,No,Yes,Yes
C00512,Small Business,East,Annual,VA,One year,Electronic check,DSL,No,0,0,No,Yes,Yes
C00513,Small Business,West,Annual,WA,Two year,Electronic check,DSL,Yes,3,1,No,No,Yes
C00514,Small Business,West,Monthly,WA,Month-to-month,Bank transfer,None,Yes,4,0,No,No,No
C00515,Small Business,West,Monthly,AZ,Month-to-month,Electronic check,Fiber optic,No,2,0,No,Yes,Yes
C00516,Enterprise,North,Monthly,WI,Month-to-month,Credit card,DSL,Yes,2,0,No,No,No
C00517,Small Business,West,Monthly,OR,Month-to-month,Bank transfer,None,Yes,2,0,No,No,Yes
C00518,Small Business,North,Monthly,MN,Month-to-month,Bank transfer,Fiber optic,No,1,1,Yes,No,Yes
C00519,Mid-Market,South,Annual,FL,One year,Electronic check,DSL,No,2,0,Yes,No,Yes
C00520,Small Business,East,Monthly,VA,Month-to-month,Electronic check,Fiber optic,No,5,0,No,No,Yes
C00521,Small Business,South,Monthly,GA,Month-to-month,Mailed check,DSL,No,0,0,Yes,No,Yes
C00522,Mid-Market,North,Monthly,IL,Month-to-month,Credit card,Fiber optic,No,4,0,Yes,Yes,Yes
C00523,Small Business,North,Annual,IL,One year,Electronic check,None,Yes,0,1,Yes,No,No
C00524,Mid-Market,West,Annual,CA,Two year,Electronic check,Fiber optic,No,0,0,No,Yes,Yes
C00525,Enterprise,South,Annual,FL,One year,Credit card,Fiber optic,No,1,0,No,No,No
C00526,Small Business,South,Annual,GA,One year,Mailed check,DSL,Yes,1,0,No,No,Yes
C00527,Enterprise,West,Annual,CA,One year,Electronic check,DSL,No,1,0,No,Yes,No
C00528,Enterprise,North,Annual,WI,One year,Electronic check,DSL,No,5,0,No,Yes,Yes
C00529,Enterprise,West,Monthly,AZ,Month-to-month,Credit card,DSL,Yes,5,0,Yes,Yes,No
C00530,Mid-Market,West,Annual,OR,One year,Electronic check,Fiber optic,No,4,0,Yes,Yes,Yes
C00531,Mid-Market,East,Annual,VA,One year,Electronic check,DSL,No,0,1,Yes,No,Yes
C00532,Mid-Market,North,Monthly,WI,Month-to-month,Mailed check,Fiber optic,Yes,5,1,Yes,Yes,Yes
C00533,Mid-Market,North,Annual,WI,One year,Bank transfer,Fiber optic,Yes,5,0,No,No,Yes
C00534,Small Business,South,Monthly,FL,Month-to-month,Electronic check,None,No,0,1,Yes,No,Yes
C00535,Enterprise,East,Annual,VA,One year,Credit card,DSL,Yes,2,0,No,Yes,Yes
C00536,Mid-Market,North,Monthly,WI,Month-to-month,Electronic check,Fiber optic,Yes,4,0,No,Yes,No
C00537,Mid-Market,South,Annual,GA,One year,Electronic check,Fiber optic,No,0,0,Yes,No,Yes
C00538,Small Business,North,Annual,MI,Two year,Credit card,None,No,0,0,No,No,Yes
C00539,Small Business,East,Monthly,PA,Month-to-month,Credit card,Fiber optic,No,3,0,No,No,No
C00540,Mid-Market,North,Monthly,MI,Month-to-month,Bank transfer,Fiber optic,No,2,0,No,Yes,No
