customer_id,subscription_id,subscription_start_date,subscription_end_date,subscription_cost,monthly_charges,num_support_calls,support_calls_per_day,referral_code,avg_monthly_transactions,avg_transactions_per_day,tenure_days,was_referred,churned
C00291,S00291,2021-08-15,2024-03-15,73,72.62,0,0.0,REF265,56,1.8667,943,1,1
C00292,S00292,2022-09-09,,58,57.51,5,0.0032,REF167,22,0.7333,1571,1,0
C00293,S00293,2022-06-22,2026-10-14,126,126.45,4,0.0025,,26,0.8667,1575,0,1
C00294,S00294,2021-07-10,2023-03-20,104,103.91,2,0.0032,,25,0.8333,618,0,1
C00295,S00295,2022-07-18,,77,76.63,2,0.0037,,30,1.0,544,0,0
C00296,S00296,2023-08-29,2027-03-13,79,78.9,2,0.0015,,21,0.7,1292,0,1
C00297,S00297,2021-06-09,2021-09-24,56,55.92,2,0.0187,,35,1.1667,107,0,1
C00298,S00298,2021-07-15,2025-01-15,73,72.71,3,0.0023,,28,0.9333,1280,0,1
C00299,S00299,2020-06-01,2022-08-26,121,120.65,0,0.0,,11,0.3667,816,0,1
C00300,S00300,2021-07-20,2025-05-14,102,101.67,2,0.0014,,35,1.1667,1394,0,1
C00301,S00301,2021-03-02,,57,57.17,0,0.0,REF944,51,1.7,286,1,0
C00302,S00302,2023-02-12,,81,81.43,4,0.0038,,33,1.1,1060,0,0
C00303,S00303,2020-06-18,2023-03-07,101,100.89,0,0.0,,14,0.4667,992,0,1
C00304,S00304,2022-06-04,2022-08-28,94,93.7,2,0.0235,,27,0.9,85,0,1
C00305,S00305,2023-03-04,2025-10-31,62,62.46,1,0.001,,26,0.8667,972,0,1
C00306,S00306,2021-01-17,2024-05-02,104,103.57,4,0.0033,REF930,15,0.5,1201,1,1
C00307,S00307,2020-04-11,2022-05-16,121,121.29,2,0.0026,,36,1.2,765,0,1
C00308,S00308,2022-10-12,2025-11-10,110,110.01,0,0.0,,28,0.9333,1125,0,1
C00309,S00309,2022-06-01,2024-02-18,128,127.5,1,0.0016,,30,1.0,627,0,1
C00310,S00310,2022-04-24,,36,35.97,0,0.0,REF269,42,1.4,1124,1,0
C00311,S00311,2023-08-12,,66,65.58,0,0.0,,44,1.4667,483,0,0
C00312,S00312,2020-06-05,,94,93.68,1,0.0018,REF479,24,0.8,549,1,0
C00313,S00313,2020-10-23,2021-04-24,113,112.7,0,0.0,,12,0.4,183,0,1
C00314,S00314,2021-12-01,2022-07-19,103,102.96,2,0.0087,REF623,19,0.6333,230,1,1
C00315,S00315,2022-04-23,2023-02-11,91,91.22,2,0.0068,,23,0.7667,294,0,1
C00316,S00316,2023-10-10,2024-11-02,72,72.04,1,0.0026,REF494,33,1.1,389,1,1
C00317,S00317,2022-07-17,,44,44.42,2,0.0015,,30,1.0,1310,0,0
C00318,S00318,2020-11-13,2022-01-23,82,82.43,4,0.0092,,41,1.3667,436,0,1
C00319,S00319,2023-07-01,,107,106.52,3,0.0044,,20,0.6667,678,0,0
C00320,S00320,2021-09-13,2022-09-10,111,110.76,1,0.0028,,37,1.2333,362,0,1
C00321,S00321,2023-07-26,,97,97.08,1,0.0013,,41,1.3667,797,0,0
C00322,S00322,2021-02-17,,78,77.8,0,0.0,,18,0.6,485,0,0
C00323,S00323,2023-04-02,,99,99.31,1,0.0016,REF851,18,0.6,632,1,0
C00324,S00324,2022-03-16,2022-09-11,57,57.46,4,0.0223,,20,0.6667,179,0,1
C00325,S00325,2022-04-13,2024-11-06,78,78.08,1,0.0011,,38,1.2667,938,0,1
C00326,S00326,2024-01-02,2025-06-13,95,95.38,2,0.0038,,35,1.1667,528,0,1
C00327,S00327,2020-08-19,2023-11-25,67,67.22,0,0.0,,26,0.8667,1193,0,1
C00328,S00328,2021-04-09,,85,84.6,1,0.0006,,27,0.9,1796,0,0
C00329,S00329,2020-10-01,,65,64.51,1,0.0011,,16,0.5333,904,0,0
C00330,S00330,2023-06-03,,87,86.81,2,0.0021,,31,1.0333,949,0,0
C00331,S00331,2023-06-29,,104,103.7,3,0.002,REF618,27,0.9,1505,1,0
C00332,S00332,2023-06-11,,75,74.59,5,0.0076,,29,0.9667,659,0,0
C00333,S00333,2020-12-23,,108,108.02,1,0.0033,,56,1.8667,305,0,0
C00334,S00334,2021-01-24,2024-08-29,67,67.18,1,0.0008,,19,0.6333,1313,0,1
C00335,S00335,2021-08-26,2024-11-28,108,108.11,3,0.0025,,19,0.6333,1190,0,1
C00336,S00336,2023-03-04,2025-07-27,83,82.69,1,0.0011,REF338,49,1.6333,876,1,1
C00337,S00337,2023-01-31,2025-02-01,95,94.99,3,0.0041,REF802,34,1.1333,732,1,1
C00338,S00338,2024-01-22,2024-05-12,92,91.88,6,0.0541,REF886,11,0.3667,111,1,1
C00339,S00339,2023-03-22,,102,101.54,2,0.0019,,42,1.4,1029,0,0
C00340,S00340,2023-12-02,2026-09-09,89,88.81,3,0.003,,22,0.7333,1012,0,1
C00341,S00341,2021-02-03,,75,74.68,2,0.0021,,26,0.8667,957,0,0
C00342,S00342,2022-06-27,2024-02-06,113,113.23,2,0.0034,,40,1.3333,589,0,1
C00343,S00343,2022-03-10,2023-01-28,127,126.76,1,0.0031,,18,0.6,324,0,1
C00344,S00344,2020-08-15,2023-07-04,124,123.66,0,0.0,,20,0.6667,1053,0,1
C00345,S00345,2023-11-21,2027-01-02,81,80.89,0,0.0,,19,0.6333,1138,0,1
C00346,S00346,2020-06-28,2021-06-24,91,90.92,0,0.0,,25,0.8333,361,0,1
C00347,S00347,2023-07-06,2024-03-31,63,62.83,2,0.0074,,36,1.2,269,0,1
C00348,S00348,2021-02-04,2023-07-23,93,93.24,2,0.0022,,31,1.0333,899,0,1
C00349,S00349,2020-11-28,2021-04-20,119,119.43,0,0.0,,28,0.9333,143,0,1
C00350,S00350,2022-06-20,,84,83.93,2,0.0051,,24,0.8,396,0,0
C00351,S00351,2021-12-02,,47,47.03,1,0.0009,,14,0.4667,1167,0,0
C00352,S00352,2021-08-02,2023-03-04,84,84.14,2,0.0035,,30,1.0,579,0,1
C00353,S00353,2023-09-16,,101,101.0,3,0.0035,,26,0.8667,861,0,0
C00354,S00354,2022-11-14,2026-04-22,90,90.15,3,0.0024,REF162,16,0.5333,1255,1,1
C00355,S00355,2022-07-02,2023-07-04,82,82.39,1,0.0027,REF865,24,0.8,367,1,1
C00356,S00356,2023-03-27,2024-06-25,84,84.29,6,0.0132,,40,1.3333,456,0,1
C00357,S00357,2023-04-19,,56,56.31,2,0.0035,,36,1.2,577,0,0
C00358,S00358,2020-09-27,2022-11-21,51,51.46,3,0.0038,REF731,24,0.8,785,1,1
C00359,S00359,2021-10-24,2024-08-23,61,60.58,2,0.0019,REF925,42,1.4,1034,1,1
C00360,S00360,2023-09-19,2024-03-24,108,108.17,1,0.0053,,12,0.4,187,0,1
C00361,S00361,2023-05-06,2025-10-06,103,102.78,0,0.0,REF918,41,1.3667,884,1,1
C00362,S00362,2020-03-31,2023-09-07,54,53.91,6,0.0048,REF144,19,0.6333,1255,1,1
C00363,S00363,2021-01-04,2025-03-25,96,95.75,0,0.0,REF494,21,0.7,1541,1,1
C00364,S00364,2021-02-01,2023-10-26,94,93.98,4,0.004,,45,1.5,997,0,1
C00365,S00365,2022-02-09,,68,68.05,0,0.0,,15,0.5,1148,0,0
C00366,S00366,2023-05-07,2027-05-21,74,74.5,2,0.0014,,20,0.6667,1475,0,1
C00367,S00367,2021-12-25,,101,100.61,3,0.0023,,15,0.5,1325,0,0
C00368,S00368,2020-10-02,2023-06-20,105,105.01,2,0.002,,18,0.6,991,0,1
C00369,S00369,2022-04-15,2025-02-23,97,96.6,7,0.0067,,32,1.0667,1045,0,1
C00370,S00370,2020-11-26,2025-10-20,107,106.54,1,0.0006,REF164,35,1.1667,1789,1,1
C00371,S00371,2022-10-14,2026-07-22,88,87.55,1,0.0007,,30,1.0,1377,0,1
C00372,S00372,2024-01-03,2025-04-26,103,103.08,1,0.0021,,22,0.7333,479,0,1
C00373,S00373,2022-08-06,2024-12-02,141,141.05,0,0.0,,22,0.7333,849,0,1
C00374,S00374,2023-09-30,,87,86.86,2,0.0015,REF111,35,1.1667,1351,1,0
C00375,S00375,2022-03-27,2024-11-19,98,98.49,1,0.001,REF924,7,0.2333,968,1,1
C00376,S00376,2023-05-04,2025-07-24,62,62.11,1,0.0012,,28,0.9333,812,0,1
C00377,S00377,2023-11-11,2026-12-03,100,100.3,1,0.0009,,36,1.2,1118,0,1
C00378,S00378,2020-09-17,,104,104.06,0,0.0,,35,1.1667,714,0,0
C00379,S00379,2022-09-25,,78,78.09,2,0.0016,,28,0.9333,1240,0,0
C00380,S00380,2021-01-17,2024-09-10,104,104.38,3,0.0023,REF322,35,1.1667,1332,1,1
C00381,S00381,2020-05-07,,72,72.49,2,0.0012,REF154,55,1.8333,1622,1,0
C00382,S00382,2020-12-18,2025-09-05,83,83.25,1,0.0006,,11,0.3667,1722,0,1
C00383,S00383,2020-08-01,2024-02-19,117,116.99,1,0.0008,,30,1.0,1297,0,1
C00384,S00384,2020-10-10,2024-07-15,112,112.3,3,0.0022,,21,0.7,1374,0,1
C00385,S00385,2020-01-11,2023-11-14,102,101.78,0,0.0,,18,0.6,1403,0,1
C00386,S00386,2023-12-26,,113,112.83,1,0.0016,,47,1.5667,634,0,0
C00387,S00387,2021-10-22,2026-05-02,64,63.79,2,0.0012,,46,1.5333,1653,0,1
C00388,S00388,2020-09-06,2023-04-11,73,72.63,5,0.0053,REF946,19,0.6333,947,1,1
C00389,S00389,2021-05-29,,95,94.97,1,0.0006,,39,1.3,1569,0,0
C00390,S00390,2023-01-25,,53,53.2,3,0.0069,,24,0.8,437,0,0
C00391,S00391,2022-08-06,,82,81.84,3,0.005,,28,0.9333,599,0,0
C00392,S00392,2020-03-17,2023-04-30,124,123.57,3,0.0026,REF466,24,0.8,1139,1,1
C00393,S00393,2020-08-09,2023-07-11,95,95.38,4,0.0038,REF206,24,0.8,1066,1,1
C00394,S00394,2022-03-26,2024-04-24,79,79.13,0,0.0,REF329,17,0.5667,760,1,1
C00395,S00395,2023-12-25,,82,82.48,1,0.0023,,32,1.0667,444,0,0
C00396,S00396,2020-04-16,2021-07-16,62,61.86,6,0.0132,,47,1.5667,456,0,1
C00397,S00397,2023-07-17,2027-03-02,81,80.71,2,0.0015,,23,0.7667,1324,0,1
C00398,S00398,2020-04-02,2020-07-07,69,68.95,2,0.0208,REF112,38,1.2667,96,1,1
C00399,S00399,2022-01-13,2022-10-07,65,64.74,2,0.0075,,22,0.7333,267,0,1
C00400,S00400,2020-12-11,2025-07-08,72,71.53,4,0.0024,,40,1.3333,1670,0,1
C00401,S00401,2021-09-27,2026-07-26,86,86.43,0,0.0,,37,1.2333,1763,0,1
C00402,S00402,2023-10-20,,94,94.33,2,0.0102,,43,1.4333,197,0,0
C00403,S00403,2020-11-19,2021-09-22,66,65.6,1,0.0033,,45,1.5,307,0,1
C00404,S00404,2022-08-16,2024-05-09,69,68.59,4,0.0063,,26,0.8667,632,0,1
C00405,S00405,2021-05-14,2024-04-27,42,42.47,0,0.0,,42,1.4,1079,0,1
C00406,S00406,2022-09-04,2023-09-30,109,108.8,1,0.0026,,21,0.7,391,0,1
C00407,S00407,2020-03-23,,79,78.94,2,0.0011,,32,1.0667,1769,0,0
C00408,S00408,2021-03-22,2023-09-27,101,100.66,5,0.0054,,19,0.6333,919,0,1
C00409,S00409,2023-12-07,,70,70.22,1,0.001,,20,0.6667,994,0,0
C00410,S00410,2022-12-21,2024-01-24,95,94.53,2,0.005,,31,1.0333,399,0,1
C00411,S00411,2023-11-06,2025-06-23,107,107.1,1,0.0017,,30,1.0,595,0,1
C00412,S00412,2022-10-19,2026-06-21,103,103.35,2,0.0015,,47,1.5667,1341,0,1
C00413,S00413,2020-10-04,,92,91.54,0,0.0,,20,0.6667,1160,0,0
C00414,S00414,2021-11-23,2023-02-17,113,113.18,3,0.0067,,26,0.8667,451,0,1
C00415,S00415,2023-08-09,2025-11-14,110,110.31,2,0.0024,,23,0.7667,828,0,1
C00416,S00416,2022-10-20,2023-11-06,107,107.49,1,0.0026,,14,0.4667,382,0,1
C00417,S00417,2022-02-19,,42,41.55,0,0.0,,22,0.7333,769,0,0
C00418,S00418,2023-07-24,2024-10-03,63,62.85,0,0.0,REF708,32,1.0667,437,1,1
C00419,S00419,2020-06-19,2025-04-18,76,75.57,0,0.0,,32,1.0667,1764,0,1
C00420,S00420,2023-12-11,2025-07-10,116,116.48,1,0.0017,,30,1.0,577,0,1
C00421,S00421,2020-07-08,2022-12-09,84,84.36,0,0.0,,22,0.7333,884,0,1
C00422,S00422,2024-02-03,,62,62.02,1,0.0009,REF941,33,1.1,1176,1,0
C00423,S00423,2023-04-21,,59,59.44,3,0.0229,,22,0.7333,131,0,0
C00424,S00424,2022-01-02,2023-03-02,36,36.19,1,0.0024,,32,1.0667,424,0,1
C00425,S00425,2021-12-15,2026-10-30,108,108.35,3,0.0017,,36,1.2,1780,0,1
C00426,S00426,2020-02-19,2023-08-14,51,50.65,3,0.0024,,35,1.1667,1272,0,1
C00427,S00427,2021-04-20,2022-08-13,59,58.96,2,0.0042,,20,0.6667,480,0,1
C00428,S00428,2020-12-09,2023-02-25,108,107.83,1,0.0012,,33,1.1,808,0,1
C00429,S00429,2022-11-26,2027-02-24,46,46.27,3,0.0019,,42,1.4,1551,0,1
C00430,S00430,2020-10-22,2021-11-28,56,56.08,2,0.005,,28,0.9333,402,0,1
C00431,S00431,2023-04-23,,75,74.58,4,0.0069,,50,1.6667,580,0,0
C00432,S00432,2021-03-26,2022-07-16,94,93.81,0,0.0,REF451,31,1.0333,477,1,1
C00433,S00433,2023-06-29,2026-10-27,80,80.29,0,0.0,,23,0.7667,1216,0,1
C00434,S00434,2021-06-24,2024-02-26,85,85.23,3,0.0031,,21,0.7,977,0,1
C00435,S00435,2023-02-02,2025-08-21,105,104.87,1,0.0011,,27,0.9,931,0,1
C00436,S00436,2022-09-30,2024-09-17,120,120.34,0,0.0,,29,0.9667,718,0,1
C00437,S00437,2024-01-24,,85,85.49,2,0.0032,REF875,35,1.1667,630,1,0
C00438,S00438,2022-02-27,2024-10-07,65,64.85,7,0.0073,,34,1.1333,953,0,1
C00439,S00439,2021-06-13,,56,55.75,2,0.0014,,30,1.0,1450,0,0
C00440,S00440,2022-09-01,,112,111.61,3,0.002,REF408,42,1.4,1473,1,0
C00441,S00441,2020-02-14,2024-01-09,81,80.65,0,0.0,REF513,48,1.6,1425,1,1
C00442,S00442,2023-12-28,,96,95.77,2,0.0144,,19,0.6333,139,0,0
C00443,S00443,2022-10-14,2025-04-13,135,134.89,2,0.0022,,19,0.6333,912,0,1
C00444,S00444,2020-03-14,,77,76.59,0,0.0,,38,1.2667,744,0,0
C00445,S00445,2020-09-15,2025-04-29,78,77.89,2,0.0012,REF292,32,1.0667,1687,1,1
C00446,S00446,2020-01-22,2022-03-14,120,119.66,0,0.0,,29,0.9667,782,0,1
C00447,S00447,2022-09-27,2024-01-29,82,82.15,3,0.0061,REF104,15,0.5,489,1,1
C00448,S00448,2022-09-25,,103,103.13,4,0.0081,,20,0.6667,496,0,0
C00449,S00449,2020-09-01,,114,114.09,0,0.0,REF246,36,1.2,398,1,0
C00450,S00450,2022-03-30,2024-07-05,110,110.29,2,0.0024,,13,0.4333,828,0,1
C00451,S00451,2022-01-04,2023-06-07,95,94.61,3,0.0058,REF624,10,0.3333,519,1,1
C00452,S00452,2021-12-25,2024-11-04,109,109.33,4,0.0038,REF189,35,1.1667,1045,1,1
C00453,S00453,2022-07-16,2023-10-20,67,67.07,5,0.0108,REF834,25,0.8333,461,1,1
C00454,S00454,2023-07-03,,53,52.79,0,0.0,REF924,35,1.1667,1077,1,0
C00455,S00455,2023-10-03,2026-11-07,130,129.98,1,0.0009,REF357,42,1.4,1131,1,1
C00456,S00456,2020-08-26,2024-01-03,81,81.37,2,0.0016,,21,0.7,1225,0,1
C00457,S00457,2023-11-17,2028-03-30,54,53.95,1,0.0006,,16,0.5333,1595,0,1
C00458,S00458,2022-05-10,2022-11-19,32,32.27,0,0.0,REF343,20,0.6667,193,1,1
C00459,S00459,2020-09-28,2021-02-27,51,50.88,1,0.0066,,17,0.5667,152,0,1
C00460,S00460,2023-10-29,,91,91.19,4,0.0047,,31,1.0333,860,0,0
C00461,S00461,2021-07-08,2024-02-20,65,64.58,0,0.0,,44,1.4667,957,0,1
C00462,S00462,2021-10-30,2025-08-08,62,61.98,3,0.0022,REF255,32,1.0667,1378,1,1
C00463,S00463,2023-12-21,2025-03-19,73,72.97,1,0.0022,,22,0.7333,454,0,1
C00464,S00464,2022-05-19,,54,54.06,2,0.0024,,39,1.3,851,0,0
C00465,S00465,2020-08-02,,97,97.09,1,0.0009,,29,0.9667,1123,0,0
C00466,S00466,2020-04-14,2023-07-30,77,76.97,1,0.0008,REF468,28,0.9333,1202,1,1
C00467,S00467,2023-05-15,2026-02-12,62,61.65,3,0.003,,45,1.5,1004,0,1
C00468,S00468,2021-06-07,,82,81.98,0,0.0,,19,0.6333,1087,0,0
C00469,S00469,2020-05-29,,82,81.8,2,0.0058,,40,1.3333,345,0,0
C00470,S00470,2020-03-03,2022-07-19,87,87.29,2,0.0023,,22,0.7333,868,0,1
C00471,S00471,2023-11-19,,110,110.36,2,0.002,REF913,14,0.4667,1002,1,0
C00472,S00472,2022-05-08,2022-11-21,82,82.11,3,0.0152,,37,1.2333,197,0,1
C00473,S00473,2022-02-25,2026-12-06,97,97.19,4,0.0023,,37,1.2333,1745,0,1
C00474,S00474,2022-06-04,2025-08-08,96,95.87,5,0.0043,,23,0.7667,1161,0,1
C00475,S00475,2021-09-20,2025-04-20,107,106.76,1,0.0008,,25,0.8333,1308,0,1
C00476,S00476,2023-11-27,2026-08-13,125,125.05,0,0.0,REF450,29,0.9667,990,1,1
C00477,S00477,2022-06-22,2027-01-26,94,94.15,3,0.0018,,22,0.7333,1679,0,1
C00478,S00478,2022-08-15,2022-10-23,98,97.7,2,0.029,,15,0.5,69,0,1
C00479,S00479,2023-09-02,,96,96.18,0,0.0,,23,0.7667,1727,0,0
C00480,S00480,2020-01-05,,89,88.95,2,0.0048,,31,1.0333,419,0,0
C00481,S00481,2021-04-23,2025-09-08,93,92.64,3,0.0019,,25,0.8333,1599,0,1
C00482,S00482,2023-06-03,2023-11-16,97,96.57,1,0.006,,13,0.4333,166,0,1
C00483,S00483,2020-05-24,2022-01-18,97,96.88,0,0.0,REF790,22,0.7333,604,1,1
C00484,S00484,2021-05-09,2024-03-26,90,90.03,3,0.0029,REF389,12,0.4,1052,1,1
C00485,S00485,2020-09-02,,53,52.51,2,0.0017,,43,1.4333,1204,0,0
C00486,S00486,2022-12-07,2023-03-03,94,94.24,0,0.0,,31,1.0333,86,0,1
C00487,S00487,2023-06-19,2025-05-03,83,82.63,2,0.0029,,39,1.3,684,0,1
C00488,S00488,2021-01-31,2025-04-05,103,102.69,1,0.0007,REF502,30,1.0,1525,1,1
C00489,S00489,2022-10-28,,69,68.65,2,0.0053,,19,0.6333,378,0,0
C00490,S00490,2023-02-14,2027-10-19,92,92.25,3,0.0018,,36,1.2,1708,0,1
C00491,S00491,2023-09-20,2027-04-07,94,93.75,2,0.0015,,46,1.5333,1295,0,1
C00492,S00492,2023-10-23,,43,43.16,3,0.0017,,19,0.6333,1757,0,0
C00493,S00493,2021-11-14,,62,62.4,3,0.0018,,20,0.6667,1631,0,0
C00494,S00494,2020-04-28,2021-07-26,45,44.64,1,0.0022,REF543,41,1.3667,454,1,1
C00495,S00495,2023-01-21,2027-09-14,105,105.32,1,0.0006,,25,0.8333,1697,0,1
C00496,S00496,2022-03-27,2024-10-03,83,82.51,0,0.0,,33,1.1,921,0,1
C00497,S00497,2021-11-19,2023-04-12,112,111.76,1,0.002,,38,1.2667,509,0,1
C00498,S00498,2022-03-21,,46,45.51,5,0.0031,,21,0.7,1610,0,0
C00499,S00499,2022-08-23,2025-01-17,68,68.26,4,0.0046,,29,0.9667,878,0,1
C00500,S00500,2021-03-05,2024-08-11,90,90.09,1,0.0008,,40,1.3333,1255,0,1
C00501,S00501,2021-05-07,2024-06-01,110,109.96,3,0.0027,,24,0.8,1121,0,1
C00502,S00502,2021-05-27,,74,73.85,4,0.0069,,37,1.2333,579,0,0
C00503,S00503,2022-01-09,2026-11-14,92,91.96,5,0.0028,,29,0.9667,1770,0,1
C00504,S00504,2022-10-11,2026-11-30,98,98.17,1,0.0007,,29,0.9667,1511,0,1
C00505,S00505,2020-03-04,2022-11-09,71,71.01,5,0.0051,REF913,25,0.8333,980,1,1
C00506,S00506,2021-03-14,2024-02-05,97,96.79,4,0.0038,REF548,30,1.0,1058,1,1
C00507,S00507,2022-12-28,2023-06-27,84,83.78,4,0.0221,,31,1.0333,181,0,1
C00508,S00508,2020-02-15,,88,87.77,2,0.0015,,41,1.3667,1330,0,0
C00509,S00509,2023-04-08,2027-10-07,57,56.8,1,0.0006,,16,0.5333,1643,0,1
C00510,S00510,2023-02-27,,92,91.72,1,0.0006,,25,0.8333,1746,0,0
C00511,S00511,2021-04-23,,80,79.9,3,0.0029,REF646,29,0.9667,1034,1,0
C00512,S00512,2022-07-26,,38,38.02,4,0.0022,,28,0.9333,1795,0,0
C00513,S00513,2022-01-05,,90,90.39,2,0.0014,,7,0.2333,1449,0,0
C00514,S00514,2021-01-10,2023-08-06,54,53.93,1,0.0011,,33,1.1,938,0,1
C00515,S00515,2020-08-11,2024-08-02,78,77.76,3,0.0021,REF867,21,0.7,1452,1,1
C00516,S00516,2023-12-13,2024-11-09,91,91.16,2,0.006,,50,1.6667,332,0,1
C00517,S00517,2023-07-13,,53,52.68,1,0.0008,,30,1.0,1235,0,0
C00518,S00518,2023-09-09,2026-10-21,70,70.28,3,0.0026,,29,0.9667,1138,0,1
C00519,S00519,2020-07-30,,108,107.96,3,0.0033,,47,1.5667,918,0,0
C00520,S00520,2023-12-17,2027-03-11,83,82.73,1,0.0008,,16,0.5333,1180,0,1
C00521,S00521,2022-07-27,2026-10-16,67,66.61,1,0.0006,,23,0.7667,1542,0,1
C00522,S00522,2022-02-07,2024-12-28,74,73.77,1,0.0009,,21,0.7,1055,0,1
C00523,S00523,2021-05-27,,50,50.33,2,0.0028,,23,0.7667,719,0,0
C00524,S00524,2020-12-18,,76,75.74,2,0.0025,,37,1.2333,794,0,0
C00525,S00525,2021-05-02,,104,103.61,4,0.0038,REF948,51,1.7,1048,1,0
C00526,S00526,2020-09-17,,72,72.22,0,0.0,,21,0.7,1071,0,0
C00527,S00527,2023-03-31,,94,94.11,3,0.005,,32,1.0667,605,0,0
C00528,S00528,2023-11-23,2026-08-08,84,83.62,1,0.001,REF904,41,1.3667,989,1,1
C00529,S00529,2023-12-21,2025-07-03,65,64.83,2,0.0036,,33,1.1,560,0,1
C00530,S00530,2023-08-29,2028-04-27,108,107.8,1,0.0006,,24,0.8,1703,0,1
C00531,S00531,2020-07-17,,64,63.96,1,0.001,,36,1.2,990,0,0
C00532,S00532,2023-01-16,2027-03-13,79,79.39,2,0.0013,,33,1.1,1517,0,1
C00533,S00533,2023-07-10,2025-06-29,92,91.61,0,0.0,,36,1.2,720,0,1
C00534,S00534,2022-02-04,2024-02-19,34,34.21,5,0.0067,,19,0.6333,745,0,1
C00535,S00535,2022-04-17,2023-10-30,102,101.89,1,0.0018,,48,1.6,561,0,1
C00536,S00536,2021-07-30,2024-06-17,115,115.32,1,0.0009,,29,0.9667,1053,0,1
C00537,S00537,2023-05-18,2026-06-23,80,80.44,0,0.0,REF192,27,0.9,1132,1,1
C00538,S00538,2022-11-21,,54,53.53,3,0.0029,REF200,15,0.5,1044,1,0
C00539,S00539,2022-08-01,,67,66.87,2,0.0013,,7,0.2333,1516,0,0
C00540,S00540,2020-01-15,,86,85.96,5,0.0053,,18,0.6,948,0,0
C00541,S00541,2023-12-11,2028-01-07,101,101.42,3,0.002,,31,1.0333,1488,0,1
C00542,S00542,2022-02-25,2022-08-05,107,106.65,3,0.0186,REF492,15,0.5,161,1,1
C00543,S00543,2023-12-04,,91,90.87,0,0.0,,11,0.3667,686,0,0
C00544,S00544,2022-10-14,2026-05-05,63,63.39,3,0.0023,REF415,19,0.6333,1299,1,1
C00545,S00545,2022-02-20,2024-02-17,91,91.41,2,0.0028,REF710,31,1.0333,727,1,1
C00546,S00546,2023-02-04,,68,67.85,1,0.0008,,27,0.9,1332,0,0
C00547,S00547,2021-01-04,2023-12-29,86,86.28,2,0.0018,REF488,40,1.3333,1089,1,1
C00548,S00548,2021-11-07,,78,77.6,1,0.0011,,24,0.8,902,0,0
C00549,S00549,2020-02-07,,81,80.68,4,0.0039,,20,0.6667,1030,0,0
C00550,S00550,2023-01-22,2027-07-08,113,113.42,1,0.0006,REF466,27,0.9,1628,1,1
C00551,S00551,2021-05-01,2024-09-22,81,81.24,3,0.0024,,28,0.9333,1240,0,1
C00552,S00552,2020-05-23,2025-03-30,96,95.86,0,0.0,,28,0.9333,1772,0,1
C00553,S00553,2023-04-09,,62,61.75,1,0.0044,,39,1.3,226,0,0
C00554,S00554,2020-12-15,,47,47.02,2,0.0014,,48,1.6,1474,0,0
C00555,S00555,2020-12-01,2025-04-29,70,70.26,2,0.0012,,21,0.7,1610,0,1
C00556,S00556,2020-08-04,,87,86.89,1,0.0006,,28,0.9333,1674,0,0
C00557,S00557,2022-06-24,,105,104.85,2,0.002,,21,0.7,998,0,0
C00558,S00558,2021-05-24,,50,49.92,1,0.0011,,8,0.2667,908,0,0
C00559,S00559,2022-05-05,2025-04-14,85,84.74,1,0.0009,,38,1.2667,1075,0,1
C00560,S00560,2021-05-31,2025-12-06,97,96.98,1,0.0006,,17,0.5667,1650,0,1
C00561,S00561,2023-02-03,,88,87.6,2,0.0013,,38,1.2667,1568,0,0
C00562,S00562,2021-07-14,2026-02-24,83,83.26,2,0.0012,REF181,29,0.9667,1686,1,1
C00563,S00563,2023-04-04,2028-01-14,74,73.74,3,0.0017,,40,1.3333,1746,0,1
C00564,S00564,2021-11-29,,117,116.77,0,0.0,,35,1.1667,1145,0,0
C00565,S00565,2020-01-23,2021-06-16,129,128.57,2,0.0039,REF414,36,1.2,510,1,1
C00566,S00566,2021-10-16,,105,104.52,1,0.0031,,19,0.6333,322,0,0
C00567,S00567,2021-01-02,,73,72.95,0,0.0,,14,0.4667,1621,0,0
C00568,S00568,2022-01-05,2022-11-26,111,110.55,3,0.0092,,23,0.7667,325,0,1
C00569,S00569,2020-07-06,,60,59.76,0,0.0,,16,0.5333,182,0,0
C00570,S00570,2023-02-02,2025-07-02,110,110.15,2,0.0023,,36,1.2,881,0,1
C00571,S00571,2022-07-25,2026-04-08,108,107.51,2,0.0015,REF613,12,0.4,1353,1,1
C00572,S00572,2020-08-01,,79,78.83,1,0.0007,,24,0.8,1339,0,0
C00573,S00573,2024-01-07,2025-05-23,101,101.47,2,0.004,REF725,34,1.1333,502,1,1
C00574,S00574,2021-06-10,2023-12-29,75,74.7,0,0.0,REF251,44,1.4667,932,1,1
C00575,S00575,2020-11-10,,47,47.37,1,0.0006,,30,1.0,1616,0,0
C00576,S00576,2020-01-01,2023-12-22,91,90.91,1,0.0007,,32,1.0667,1451,0,1
C00577,S00577,2021-01-05,2025-07-18,98,97.69,0,0.0,,25,0.8333,1655,0,1
C00578,S00578,2020-02-12,2023-12-12,99,98.96,0,0.0,REF644,59,1.9667,1399,1,1
C00579,S00579,2021-12-25,2022-07-31,91,91.3,1,0.0046,,24,0.8,218,0,1
C00580,S00580,2022-06-28,2023-08-16,92,92.28,3,0.0072,,35,1.1667,414,0,1
C00581,S00581,2021-07-09,2022-06-28,58,57.5,2,0.0056,,29,0.9667,354,0,1
C00582,S00582,2023-08-07,,118,118.17,0,0.0,,52,1.7333,291,0,0
